Hours_Sleeping,Hours_Studying,Attendance_Percentage,Previous_Score,Extracurricular_Activities,Internet_Usage_Hours,Sleep_Quality,Daily_Screen_Time_Hours,Assignment_Completion_Rate,Class_Participation,Parental_Involvement,Stress_Levels,Diet_Quality,Daily_Exercise_Minutes,Part_Time_Job_Hours,Final_Score
6.673295021425664,6.6738733154728305,78.39726152763147,94.90152744749935,0,3.5131688654275814,3.1770396470160027,6.0461046544505495,71.69219614276221,1.5530166111770876,1.8763020441209899,5.224661577903323,1.605561516293631,11.685207492960505,4.645793081929053,50.0
6.023615130494811,7.910932905204612,95.77441487940209,62.174114828814965,0,1.1871673418740314,5.505432140392368,6.655838109531284,58.22027645394394,8.323510093500047,7.357347971289965,8.720720051657402,3.4119754019594017,36.3678913410122,17.625950912281834,50.0
5.038603981386293,2.0529182377246973,51.69729892928994,96.35172723981533,1,2.561818887728953,7.11658299461597,7.197684663770881,55.829153727784835,9.464535575914624,4.1102162728373175,3.7441281194655716,9.20987413103373,76.58692980487338,6.565101785546741,50.0
7.282970263056656,5.158915007464946,84.871013362342,53.01336951447804,1,0.5211240140417384,1.6861529617620803,3.2794514517044355,77.33478410360651,6.838888475434474,1.062840356923133,2.734087568380303,6.6986080740619505,42.00082421678145,2.2568108903376882,50.0
3.9764570245642927,3.6662359964171505,64.86745036862754,96.72180134027572,0,1.9225566382240626,3.472334335431028,1.0898089899260444,95.12065166430517,9.591093359729296,4.631328721242996,2.1616412223779333,7.489491948080847,111.40470623769502,17.400498510403313,50.0
5.045012539746527,7.789400784702222,96.21980976882652,67.58113436198173,1,2.438335343106322,8.262689417955944,7.510992961194208,67.19788432788428,2.3628908293296695,3.1127897955247414,3.6807345855119014,3.314371159981863,7.875130581338108,12.722112692872372,50.0
5.5645329030558415,6.894832461949961,98.55291225826838,55.07104142246082,1,3.2611212977273625,5.136983833623951,5.820909394128208,86.65000536113115,5.2967457053231835,8.369823434684243,8.020432783360391,7.474493400173382,65.92941984731574,3.2946179216212346,50.0
6.192489889519251,6.868300932977965,97.2133244556717,74.29358795931628,1,4.752655262931017,5.919194278290654,8.52505932886524,82.93306774698834,6.416260605509025,4.035975479611889,5.244637286757355,1.2530935565013137,70.90395208741374,8.596625150260051,50.0
8.496231729751095,4.280852118564792,73.71071083287319,62.8388283860254,0,3.0032553327417792,4.895344019885224,8.392495266106248,96.57774571547405,6.23562982679068,8.447713245584353,3.04733443324186,4.377892111957124,78.32737485326689,5.745153897541353,50.0
4.397716475108519,3.903736516363656,93.10213254946567,64.24364509809614,0,3.717969580882799,1.395099483787046,8.58993551009095,91.04905086495705,4.613156011801389,1.0053814495131577,2.4956649964877426,6.640780136880981,30.67994679981773,14.73589137420394,50.0
6.599641068895281,2.9138495035149434,92.22746992675351,65.36449824631433,0,2.5313302974760137,2.4917480183814034,5.365851939815862,78.33026294527315,4.042759684296352,3.770372350235072,3.994565288593412,2.3148690898718822,43.74797130238373,9.06832461248536,50.0
7.146901982034297,1.3946284765564898,65.95502366216279,90.15129489163317,1,3.170520156881657,5.009874748677018,4.002655562531791,82.85152491170537,2.1414162029537693,3.1704869287698574,9.45931935597138,8.407032170022411,101.24166355979732,19.7855989021277,50.0
3.325152889039984,7.053056633785372,91.44577370753387,76.95806383376272,1,0.35466108066886715,2.8826691886713505,8.124023823322329,94.91932332920175,4.5256820550605035,3.1021062496174987,4.087240413310219,3.1152816893072677,23.39313227641918,1.0948996451919024,50.0
7.252813963310069,6.690307063910543,51.85038173577463,65.56538495780018,0,1.271957904209235,1.4498112579371085,5.061647017263295,69.97593922934674,2.463947335949366,1.6136795778891644,9.893116683591717,6.8705300153660165,99.22414166080344,7.1003053227249335,50.0
4.193668865811041,7.998023713002914,79.81349392410266,80.51668916554593,0,1.8092654660256935,8.592846976466413,2.6509797676309104,66.33973529288886,7.609291088429965,2.6841184336945156,5.367074101888205,4.646774283177967,67.5186507483291,9.638003342199548,50.0
3.4553611508969566,7.976457859517337,61.50044186438515,85.80753371115968,0,2.362466775032568,9.830732762477043,8.69476617605327,50.540554181759816,2.87947841945131,5.999946128970579,2.612475264611358,6.364392359298825,91.46250134328986,10.062671094966396,50.0
9.642198760773333,4.888021939218392,56.02834428886394,63.63120003667669,1,0.22824372751191868,8.138285865970655,8.943038890951126,91.32755370957321,1.5270877475608047,3.6222496555397004,9.020260826141584,1.967054973660173,85.63288395161659,6.3187164477127356,50.0
9.759424231521916,6.3829119062635735,53.84766008146046,70.67745507626758,0,0.7001204877665884,8.684064295342004,5.196787805261531,90.04903502016825,5.971295240355109,4.756553040962332,5.143198358213442,1.1522151992944658,24.90137944618548,14.584804981951361,50.0
8.658781436815229,7.6133601091769965,84.81443879390699,56.09430466684738,0,1.3840715389565288,3.1777941728534085,1.6812975457880872,55.22272590500757,6.357067594474614,4.391801923124697,7.38704209154072,9.186079846422711,68.25752837206474,17.494941469779494,50.0
5.1322963842135945,6.94753173474188,66.9937481884033,59.05746747673402,1,4.8576634545052535,9.645642779618798,4.490434809252381,78.84286905663501,8.84721755152455,8.883144324999051,9.853404248882367,3.426670078904645,104.12677833661108,18.77438603955726,50.0
3.683704798044687,2.7314367122023837,86.23833857643808,84.05589269824914,1,1.6567350355152537,2.7723313400808554,8.231838935163431,73.19908490834436,6.192834511759137,9.14769099109464,1.451578152879766,8.37709302502413,51.85394841623152,16.101867535990525,50.0
7.789631185585098,4.1538089471706545,53.26781703994712,59.071917384781344,1,2.4102052905604125,9.562868293256491,9.115966256916058,55.935454775455575,4.109327683511012,5.436612744902741,1.8702510380881043,9.994152704249801,115.99089242679801,17.011603946131988,50.0
6.081067456177209,1.9041159060604649,65.76451689153052,76.258169183353,0,0.9804885636919647,9.95337364569356,2.8312546824783626,99.02841135303618,8.227106933736884,3.9714035528404397,7.484110673164806,2.9028813219902005,54.26581201220617,11.01090601239991,50.0
3.8542676439134516,7.678357190811057,76.97456461876686,85.45231308612163,1,3.0539003553788415,7.405505251714438,1.6027625082274437,60.73479437316777,5.862510038686789,1.9612063360212728,3.536425029659248,3.3865366706502003,17.134276400146163,16.51776452853629,50.0
6.466238370778891,5.24322244115616,89.53615824194819,55.34384615473719,1,1.4034160775798714,9.830293586126396,8.896154078195547,53.36170900452806,1.7135225616807257,9.580625914438855,2.6587125725508916,6.9657380887119915,46.73216160932079,6.070078182959044,50.0
3.2407196478065288,2.600499638524239,65.9376251466035,78.36561098144517,0,1.0349628921921339,6.125858016103933,4.504644450809877,79.74236897509547,6.09265504281922,1.542042504102677,1.3542569183775655,9.689037711405591,114.20428876686447,7.969575242184288,50.0
9.365242814551475,5.701904790840997,81.29456882185045,62.82813918506819,1,2.582863142229895,3.335876048584813,5.87584867840807,86.94333385665163,9.172166908794962,3.678852498114524,1.1966204078758162,9.242329133716694,38.36650192078251,6.338260276370886,50.0
4.811459871200118,5.326897683205271,94.29888741180935,98.146343761879,0,0.027528995802104106,4.932962970990587,9.71259230845683,51.622172302359346,4.566813629483985,3.6825958105300374,7.970370428078118,5.525879680590264,104.17177918404754,9.347746708958509,50.0
7.637655990477874,3.5071390262298836,80.79315940911523,74.17728233599624,0,0.03832016324612664,6.342048418409074,1.5990825512280056,82.93588193635111,3.666932217098201,3.8836115752619342,2.20990084632595,8.155992542740522,105.75008180182678,5.711592324772727,50.0
5.181977532625877,1.7949031453974031,61.64797373768169,90.2996274887579,1,1.0953440455092889,1.6577340582431348,6.83486206706886,76.61459379757272,2.2912251131621804,2.4785815894516836,5.209485543740358,2.2217126778991094,42.02238291983533,19.232228845088937,50.0
6.640476148244676,5.7010123691495975,51.220039077826904,77.51132710781309,1,0.1836068125041057,6.601089381555215,1.6669488031738036,55.16325044375242,2.363009697418216,8.048452878313274,6.453071336615347,9.79694365783611,9.990918966075855,6.2568925601133625,50.0
6.826971955402957,4.642153906326553,93.50494369504649,52.170626642740956,1,0.5401287706534569,9.83060053086065,4.379220356198504,58.626193847318106,4.89494335907637,2.102480757693903,4.855166205119616,9.679179106323879,86.94694909905819,1.9608907622187965,50.0
4.293981188678689,6.406228742149475,51.063470542519354,81.65756877970111,1,1.694303246693758,2.7109688480535485,8.234330906741022,78.39871486580402,6.361118417453766,6.7141599323784655,1.243959871026098,2.4735606209125387,37.38147588167833,10.536343321008268,50.0
9.787092394351909,4.641144507783954,93.73508363420997,97.57016711033285,1,4.012928397899064,8.13335604659545,4.90125009480071,64.81788067566441,1.7255386465264158,2.114614240352357,8.05151352329118,3.6948081232279595,93.95083371090868,1.1419815689035273,50.0
8.425929763527801,6.965270502229781,76.4468567013606,80.08059100731656,1,2.860243216846504,9.171089144016575,9.974641185126554,96.9157864325658,9.456117301226492,1.6348207383366091,1.0946190208748814,1.9013949775609023,53.11858179125197,2.2108633261716104,50.0
9.576492590949325,4.863347871421398,96.95338492564481,90.95944297133951,0,2.563338629782082,9.493314335381987,6.031533564519419,90.93701147420254,7.7962025570067635,9.18486553317289,7.857009049397356,3.4454583900836173,58.23200908111459,4.387787783924926,50.0
9.26379145299354,4.926565800747704,89.93916178868326,94.2103231674204,0,1.4674441160406082,9.641220439649025,3.8904593737235813,99.17836032568314,6.279615264552964,2.7111588968683513,9.039740444093104,8.34360210473686,93.34912880982442,9.287004997642834,50.0
7.185299851677596,7.1365752186084155,99.89670552666686,61.40398859744663,1,4.658768597164082,5.693136748493248,2.981001933142778,62.9835419475207,8.455948038450916,8.39125139103734,4.8955592895145505,4.404840464487336,45.88359972739535,8.665018646180558,50.0
9.453119645161818,3.824380063486779,67.53559077258551,60.60224199541133,0,1.9850752061859582,9.795771171923533,4.154684808575457,98.48618163989886,1.7216808113090196,5.901677839964222,5.8198822578801845,1.7955727043208254,53.17528143874974,15.993837240055823,50.0
3.6194475143634364,1.938106599154485,88.35941444655634,80.54904944254959,1,0.43546383397885746,7.81579186420995,4.352799463835957,71.56169348957789,5.291549899598119,1.7007086764789263,5.292850533558884,4.080029723010141,45.142856252354655,14.789493077682268,50.0
4.371880036934016,1.2014787341933728,70.0965456804621,70.55142349033524,0,3.0853325805890064,2.455042926132657,1.6184230995156488,67.37593976568773,6.67083814175497,9.599033722942607,4.502877567610949,9.83245000817152,44.080861833273595,8.526365879814026,50.0
3.3165910223737667,6.285960789715333,73.99378101519544,91.99306514333603,0,0.569191967383007,5.29210095821173,4.326167794840958,52.51747634846766,8.457876155064604,3.2226505029270327,8.986820818333243,6.667152357332826,63.11358922817513,6.674084151512599,50.0
5.277312315342851,5.342166859474252,81.37527316091851,95.00115616990055,0,1.7261157140084604,7.464980578348036,5.178146677653024,52.63826289298013,8.05122604044341,8.73680810817346,9.045401596029915,4.7454485176554195,97.05593334013808,6.329375681229972,50.0
5.720741027826374,5.928558376694565,93.68385570931693,67.6710689651359,1,2.537059693589044,3.22606284237175,7.504639770149242,84.60056279733274,3.493623247420597,2.5192900520610775,4.022347281773811,2.49884662147543,43.412197430707906,15.47990174588018,50.0
4.899443222417272,2.4907491305623752,99.20417345996475,61.8435279487241,0,4.371112623425879,6.765536651939986,6.910565362494472,72.8964497217014,9.467921526032839,8.685485939276676,6.535627786132282,9.875591175553254,62.9105664645284,1.0414481244253948,50.0
8.801162564063505,1.9546003291073883,88.41367069322591,89.0262757621931,1,2.467732901700593,6.999404311419573,7.378890897062388,61.32608130180529,2.119112572877833,1.1190593161476459,9.342168059312778,8.387641083368159,80.4872790531121,0.2564329902121165,50.0
5.497273286855124,1.1018126596751734,70.8883391083667,63.740301777406806,0,3.5112938301583214,2.464297694277093,1.0752731368917139,80.69851531626163,8.876202567590369,5.606024109125326,9.658526490472164,3.5332957220582744,32.332733556438605,15.910887838532961,50.0
4.966541567811666,3.454112911646179,71.06785011385351,91.13071592568392,0,4.964084194995352,6.085767812074806,2.9590065962248246,62.642905912505555,9.738462246441568,7.924983214794011,5.580631363798428,1.6306182614907052,33.302736588287104,9.542927519780985,50.0
6.798872582107739,5.129423807982431,86.87911507944457,71.18691268243813,0,0.6574455994899081,7.944642198807469,6.955158595598708,78.88158771722112,2.5943817090036303,9.41315965743505,5.075423247558941,1.5096300163980223,112.00957524281458,2.6176227710715194,50.0
3.9864695748233387,3.7457083156981263,61.938857288415115,83.37749496457351,0,1.3736576275975976,5.490060980823477,5.3559043136177245,67.96043734913451,7.4985945778340675,9.182819225858383,3.508248843356732,2.0834033455498044,86.82414879973064,4.711318691890025,50.0
8.615378865278277,4.062324454166103,55.52370565656973,54.77676569173341,0,1.972880377988232,1.1089280509849668,1.0478212810151135,91.17761133059095,1.3625696690019862,8.376623825928803,9.629846858713691,6.226917252529795,69.26240114679706,18.65007906194765,50.0
3.521854505758396,7.329110861456239,67.73110788203883,81.19296623382866,1,2.109140892694157,1.0813462217136296,8.240451781886401,91.03480803833897,4.648805426252395,8.993722146951736,2.2853287402558062,9.358870790849432,77.72640653047344,17.19005951249796,50.0
9.908208556203622,3.4377882691631023,64.36194958270409,72.58838393686145,1,2.0551053763277287,4.21326409573011,7.955286159613037,73.86751990612007,5.646549692779066,2.7929771725336883,6.218466184429525,5.470690852053861,3.515933172410204,14.195701004479451,50.0
8.405713385076602,4.5979264241186755,64.81540602279951,79.3304231587737,0,4.538055012782775,9.335746615886038,5.935772466942064,67.54095546675077,6.225807033186706,3.5576586614055588,3.54295240766775,8.586509342105774,74.17235586740362,9.644504606746532,50.0
4.391009770739207,6.485571089188001,61.680387552495496,58.40071038724317,0,3.570163222334282,3.058091016432479,1.598169931986449,68.12798982795474,9.423435234237036,3.6007167242895264,3.5110746131301696,5.01297957873827,61.14106478690423,10.406472523827714,50.0
3.038654819865217,3.775799476248891,52.104659481818096,86.8436872472091,0,3.039526070453519,6.709273199845184,7.8986354457932615,90.2857262834109,7.050256185647752,4.3934853790152895,4.644717286385696,7.377251911910427,65.48996157353228,19.504890705679173,50.0
8.708229999183839,5.3546069015951145,50.89369673667069,93.13985387716143,0,1.5468635893139104,2.998682836239885,6.253422289582275,66.4089741398806,5.331501560973133,4.539886033466699,9.989136422340891,7.586854635578508,43.13085921969805,19.31540887768574,50.0
7.94800140693332,7.036545961227216,99.38611948680158,60.836990004538784,1,4.118951921106474,3.8950299069359375,8.037639794421633,60.4529686853423,8.287075326393005,5.900997921892079,1.4946967615583986,2.5656733531300477,9.776867725553027,4.305380915716686,50.0
8.10305017628691,7.646644365603494,71.38865668679311,54.78572777600809,0,4.775302557424944,8.632378806413357,7.765722931562564,54.234417093765344,9.55479538858968,2.4389178702979724,6.206876363831783,4.250944530782306,23.20070803344626,16.222091326106362,50.0
8.39889242680162,2.0295143665032658,69.21633235798409,51.18192930231682,1,4.105991412751132,7.559752980429522,8.227018647620534,73.33465604422042,1.1985953381406176,7.221219974073904,1.7431494223174946,6.735719408842215,114.08936558552061,3.944853323340336,50.0
3.5183125621386324,7.486113376130461,83.9823641346535,82.0985750221633,0,0.00782552595736452,1.8585934958188957,5.6620725976416235,74.10660494599209,9.842691450304349,2.5080988537405586,2.3906874699146705,1.6362694736592958,49.04394747251207,4.270749557679028,50.0
5.509260099809908,4.444814051556767,60.912694393253204,80.35470180443903,1,3.182006850917035,4.858318188877902,2.262920663741635,92.04543552014536,1.775189251573123,3.7927763389409277,4.956066475956089,4.253861689866609,56.0019786997037,13.521860683291536,50.0
3.811083416675908,2.8077107180927086,97.49805919751127,77.33487063570351,0,0.2556769072105036,1.26252787280738,7.040417260417198,61.0619348223032,8.329481013418853,5.530106175455386,5.594141182117972,5.8131951965307325,6.325174782412679,8.100021971750968,50.0
9.041723981129156,4.213950293667829,89.3172507207776,61.59735480579877,0,1.2880361016686093,5.328011319427081,6.584264065467735,69.04956368341999,3.5230127729627125,8.167965053711296,3.329131675280716,9.966020437401749,4.507947545277671,18.630888142130402,50.0
7.363086887792905,7.860228026998339,54.47055011561297,69.54529979527574,1,0.29762350173885843,6.9619061053096125,7.6802786847917845,90.42028694468455,2.1896169197848456,7.655223099148546,3.8481141778697454,5.270802063601966,86.06177364561093,1.7801946979201766,50.0
5.316286173968544,4.448326657950087,70.87903878924642,79.72381675930865,0,3.0189772647469386,2.066523612383364,2.5289290544566176,91.18118053744868,4.9587007574245145,6.8098092076947,1.7827031823033974,8.344510814028911,64.57135969453336,10.230512816189862,50.0
3.4449084520021653,3.3012612720125576,93.95591537810824,74.83834294295846,0,3.4329495674630337,3.5999644501824912,2.754776799102603,69.23055379893842,6.795609215028522,2.4019593452215315,3.7289780545982545,4.88860556559956,61.044718105952,18.370430608862424,50.0
5.176876252009635,5.43380598021708,97.2366011145705,99.38927601074437,0,0.5724381903295256,4.580529629519413,9.013685654973957,72.95620116433405,4.428566605211275,5.9234081105401994,9.699025954424897,8.16751650357738,29.17494365072024,18.082273209590102,50.0
5.276283254187229,2.6810193314473514,73.37007556249348,56.821987627836656,1,1.9191944152248974,9.275779221904447,7.749800186068637,65.16429454246415,1.4910886745442906,1.7870185161989691,9.502366435052336,6.358733214580976,89.37008779559066,3.1305842683148244,50.0
8.107243248366448,1.5310432967606475,80.67056946053539,84.75722770237968,0,2.2811825447777103,9.939295138806676,9.174056398302906,96.6277439209656,6.395150256928449,4.396268591169857,4.013904611232865,8.979358973521585,20.188389493019024,7.332754001929129,50.0
7.462902299486492,1.9021580533745446,58.35169730460376,70.21593840521462,0,1.845265108804583,1.4042016909605426,7.8284378904752865,55.932188287079015,9.121629484996072,4.721648772609632,6.137685426508854,4.698482971150989,22.792169239322405,12.382428000933924,50.0
9.210489198034285,1.8963208727044072,99.55843130684883,71.40998074628074,1,0.6051250024259652,7.849071311458529,6.374397753912717,96.68747115007349,4.4489382935252655,1.3583029550117844,9.1863585199985,6.43873977839331,55.28546056179306,3.1878976954280436,50.0
6.305504476133645,2.0633188545860603,61.58358506917217,85.87988828290881,1,2.0947389509373773,4.3455165976210886,6.887194633250863,84.19332259176716,2.946994998677443,3.4658928952297465,1.0556544037680702,6.670168125569447,34.353583453432904,19.360443440914775,50.0
3.8371597215681117,1.971790208545871,97.13658870675629,84.62180756621848,1,3.7558902390420905,4.5321236760653205,9.00215131546009,76.57860763433656,4.983196113395339,9.600845205398404,8.296152133038326,4.7564464762042595,29.695557747977563,18.294986574553207,50.0
7.992713510560965,5.486123213622502,82.48233244961843,99.56279968510941,0,0.35503832266627733,7.788384760123204,6.209260790607464,51.632953039224795,1.4352643994390277,9.582693470467206,9.535325975100271,2.2988083931873335,77.4285173463998,3.3390035806893836,50.0
8.325495340318282,2.2731605907940136,80.38683974394296,56.41971447270626,0,0.40090007040951725,9.265837889308678,6.691521918955487,73.77980959110042,8.384388260322474,4.1709434882728535,1.8219316090020135,1.84203466221102,78.11660942622534,2.4231092252197084,50.0
6.9289403829864735,3.4196709832670424,75.63442555082543,55.20548246920832,0,1.773856459179921,9.558357350522936,2.408290444032405,70.38740525013661,8.437067298551682,1.3879009805349165,2.4530291742962893,1.150043955396698,98.9420483759915,1.708169656165306,50.0
8.396770259681926,7.2775188693420825,61.53349058588793,86.21694085643705,1,4.708628558094626,6.194103274344887,5.265290981044925,58.060940598756126,6.292004170866655,2.611854453953634,9.646716724942198,8.86180837820693,50.1250280367571,18.188873280732622,50.0
6.456569174550735,4.317731481840107,58.82640160027542,78.91934585032045,0,3.3428632336145703,4.214090433704525,7.44757400762289,82.82048017503286,4.177926000445505,4.529960140901862,5.837861292763117,3.128274210148251,8.770210923138029,3.8724761959092158,50.0
6.659129805673958,5.6729041696471905,61.02431045350877,63.70803332799029,0,3.393349783362824,8.087941772729014,3.4384842848472887,98.55754536841428,8.198050280012051,9.530017281723069,1.1277697102455133,2.9035607435359125,32.83996619057492,8.325698570887095,50.0
5.992787128509848,2.206239098411409,59.32191310721272,53.97096844944933,1,1.8095999541893248,3.2590124493607022,2.820287624720814,78.10944055322625,5.992183223095305,2.270791571834664,3.3186879888717624,7.62431860383459,117.60065558361804,8.977027313040061,50.0
3.1779338872086664,2.3460231316606954,88.97922367833766,54.282912479821526,1,2.9683039560426923,6.07666625950166,3.82444127401974,85.73766382219729,8.433390776950146,7.8716425930139104,5.0494930684197366,3.8801450177865258,71.55102902792424,11.98022088427135,50.0
3.7552399889531314,1.286080313865352,67.5062629583365,94.70954373320592,1,0.05065592013871689,4.227206153723858,3.173505651935501,53.42252262830084,6.683129133247186,1.9781428543722286,7.236180199222909,5.554402231706529,85.16845017612243,1.4347068749484992,50.0
3.22000429980714,2.1825454415051517,52.89213382816982,59.59336623593715,1,3.180480232047711,6.909679663370885,2.934213733327563,70.88334979084973,8.059649258915176,9.831318196521492,7.5984434032311965,2.4625995876771065,0.8829395550497443,4.5351723480103185,50.0
7.454872878846463,2.9501323732237106,98.45513150704056,66.16857810577604,1,4.566434737881184,3.163590216041562,4.823657585812782,55.81792425822479,6.38706693895984,4.4345484919822145,9.958793616329105,9.637711493157724,62.1846878619025,18.62980773837852,50.0
5.200491867534287,2.2390733899372277,94.18929424817128,61.3328201113494,0,3.062867341724096,2.7243365116134317,9.170546624951808,80.63979177682552,4.7272696139409955,7.9771108500915044,3.5876007944538313,8.664232600155136,4.503438903816375,18.16820214537139,50.0
6.559994838152919,1.6209177362993894,96.38761415976064,67.74981529159686,1,4.368492967331726,9.264151780078933,5.563536820648465,96.92410791070773,9.621512739335238,4.083319745300186,5.843980916816277,8.774106606685029,68.30762545097376,15.625812948113843,50.0
9.352965317482651,1.8444510977042057,99.74539113232177,53.47119213730467,0,3.619865277330469,1.916233146545832,2.691283427337907,83.08888662358193,5.870024423909602,6.649019894429278,5.799911930736445,4.660963737148046,110.49250195632905,0.3880249123643087,50.0
4.745045604042124,4.22545137622908,58.69476246097437,75.95298954541352,0,0.6027920820184512,5.5536211696143845,1.6927450244278668,53.84015241572108,6.445805666864845,2.728144762660331,4.650807335025138,7.8612509233645556,116.21029566004894,6.540135369922043,50.0
5.872680461249408,2.4443360288405476,69.81210094513294,53.380628179610746,1,4.512266536429209,2.9876750466670803,7.265405306241327,67.73331024925415,2.984388754732743,2.3141891736726627,2.522457044581782,2.2948853985080215,64.8663210466709,12.559174706858157,50.0
8.288857969801342,3.549889027336528,87.91192378520456,90.01782539111808,1,0.3322192217788744,1.350369669931007,4.445188879927491,77.53316897204257,6.6308571048454885,9.442577256113182,9.797109068654583,1.0775710233260225,54.98457663026591,5.503804235469514,50.0
4.601587158441357,4.5239208959839985,84.8010309026896,61.685604095521654,1,2.6698373627388188,1.3241693646228376,8.396478519268234,70.16038780666261,6.144468845346495,9.258825501139901,8.679854679999274,1.1797563932022532,113.40205130981929,18.191733901075548,50.0
3.538859368801551,5.832763800405557,57.69479531699275,77.00059573022553,0,0.7106856189672883,2.576995948952446,6.935596917766931,91.68220052375861,2.6635455815232243,8.98722046191594,5.4849972546481345,6.279415636641044,80.83317983960342,12.677789236648838,50.0
5.028260170396376,1.2751849788876926,90.79165624953089,94.0039543780729,1,0.05853305365452033,8.800933190554002,8.166173054872317,90.73355023549945,1.5362838761782935,6.628901051499341,6.429208804156268,5.098554147231467,7.787913544609135,1.438134346328912,50.0
4.1285490107780305,6.5958727923632985,61.22202859183304,82.5438684523597,1,2.110171300638195,3.54230869579324,3.4475143547660387,80.59155100516108,6.439233877432939,8.274413900946504,3.045349482036961,5.662138140176678,55.887069320099705,18.18011177671406,50.0
